	"8W-719"	"16W-719"	"12W-719"	"9W-719"	"6W-719"	"5W-719"	"12B-719"	"9B-719"	"6B-719"	"5B-719"	"13W-719"	"11W-719"	"10W-719"	"8W-811"	"16W-811"	"13W-811"	"14W-811"	"11W-811"	"10W-811"	"9W-811"	"6W-811"	"5W-811"	"12B-811"	"14B-811"	"11B-811"	"9B-811"	"6B-811"	"5B-811"	"8W-819"	"16W-819"	"12W-819"	"13W-819"	"14W-819"	"11W-819"	"10W-819"	"9W-819"	"6W-819"	"5W-819"	"14B-819"	"11B-819"	"9B-819"	"6B-819"	"5B-819"	"8W-911"	"16W-911"	"12W-911"	"13W-911"	"14W-911"	"11W-911"	"10W-911"	"9W-911"	"6W-911"	"5W-911"	"12B-911"	"14B-911"	"11B-911"	"9B-911"	"6B-911"	"5B-911"	"12W-816"	"12B-816"	"14W-816"	"14B-816"	"14B-719"	"11B-719"	"10B-719"	"12W-811"	"12B-819"	"14W-719"
"4477638a064c3dfb770bbb45cf6fc410"	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
"3079197b439b1cbb435447fac8303c5a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	40	43	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6123e80c19f50d8ba558f75b5ea21bbd"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	30	0	24	51	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
"d25c5252a585514325fa0d125c7ce9c1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	596	71	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d7a887e6a191292d73d27a26996fc3b4"	0	0	0	13	51	41	0	0	0	10	0	6	0	0	0	0	0	340	0	112	65	427	0	0	0	32	0	370	0	0	0	0	0	1343	0	59	0	193	0	0	57	0	19	0	0	0	0	0	30	0	0	0	164	0	0	30	0	0	39	0	0	0	0	0	0	0	0	0	0
"4b2e09fab49050a21e0de8077d0524ba"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"028c0739028804c4cc0db7eff0b079a0"	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	47	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	379	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0
"54d66de2ad3feb7f77c8773dc9c787d1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"29e5335a4125d8e326ea1a190859d6df"	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	324	0	0	0	0	0	0	0	0	0
"91399a6de6ebb1851ceeee57d9f813aa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	171	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0
"18a96e7f21c7f7a243be504832cbcdff"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"532cfa7f03e7a8a1894e3515056180fe"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"803fbb12b1ec415a4602e71a9cee0741"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9409b05bf85ff4d3f9ed1b8d133778fd"	0	0	69	0	0	0	22	0	0	0	0	0	43	0	0	175	747	0	0	0	0	0	0	146	0	0	0	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"dc65fc3a799efbc3db2f8b1c8067ea3d"	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	12	0	0	0	61	0	0	0	836	22	0	0	0	0	0	76	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0
"5379f8ea2f02e87925250dd4ed39c986"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d3941ce68fc213d87adc6d8aac33febe"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	46	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"dc55754f51e6c7c7c192b5e1786667f2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ccf879626d729fd7c4739497fae7c9e7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"c37783b6f28bcf443d0b7849909ee838"	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	57	0	153	0	76	0	0	0	0	0	0	0	0	0	0	0	98	723	61	0	7	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"b7f1d5aa242b3539bdfceb55976630e6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fafbd3323f3a919735c11ac9b112fcab"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"650038c4b9aaa267e52f0b08998f57f3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"336ab666125f78441c62d5a261b7ae0a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	2566	6887	3526	4848	0	0	0	66	230	0	0	0	0	0	0	0	0	0	0	0	0
"4caa655cd4eaa5aadf55a97ed6ac21b6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0
"3621a2796125a410aa34b2abc97f3bdf"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"557c651c96e7d41ba8027cea041f7a13"	0	0	0	43	0	0	0	0	0	0	0	22	0	0	0	0	0	0	63	27	0	0	0	0	0	32	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0
"f6773fe31e5720a0016873c33448cf65"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1aa1a179bb744c4a24d59e901b622f9e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0
"88dbaa50b09b5cb91c9cc11abffba68c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"74e540507c1631e5367a8de2e67b6cea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1744	0	3753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	31	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6dfe595b5b324b52d1fc2ec7ab8a018b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	48	0	0	0
"b06653f882fbd992db00332c69fa4ed7"	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"c7752c5506c7d3bc2d299dcf5bf76c2a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	165	0	0	0	0	84	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"cd87e6cbb212ce7cfb8147438865a300"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"08403af5de604bccc4bc7f2b96e3b0a3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	127	189	0	0	0	0	0	0	0	0	0	0	0	0
"87f278d2c5ceae1ca822d7d3521878a0"	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	55	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	1314	0	0	0	0	0	0	0	0	0	0	0	0
"0245bcec98ce8bb9f168acfc08e23097"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"224219a193c038ab918549c8042b5c10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"b066bb1780828d9c1a08aa4b0d770d1b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	243	398	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	63	97	107	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"40885c4b4ca6a91639bede0de8a68c3a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f43e018ccd816d04da6507831d0c7a4a"	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	432	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	0	1002	0	0	0	475	0	0	0	0	12	0	0	0	0
"31409d73d4e9fde6524446d0c2321329"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"110b1168a6bbe853c7545646f8982475"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8dcfbed5266304e3af027b79d7ae4b39"	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	13	390	0	0	0	0	0	202	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
"457e680c66e869fe14cf86bc7a2dd554"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1fe6dd62baccad1c63c0d7428cc9fe28"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	111	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7698f9c0d75c069f9106816f6a92271f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	35	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"020d16ce31aeee05974950807a2cac04"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	45	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5d4a5e38b8c239eb3fc550d5be88e994"	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
"3666a6aecec6062ac4cef88b3144ac9e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5cdb84af599ba76348efbfde913efb6d"	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"c18951802bc1f593531dd614d2a18d02"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	101	0	0	0	0	0	0	0	25	0	56	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0
"303a061e2e28119f0743823f4cfaded8"	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	222	0	0	0	0	0	133	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	22	0	0	0	0	0	0	0	0	12	0	0	0	0
"7b6cf9f7f45d06b7cb2199e6b564005b"	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"c457330e1cb2b3d0aef428a16d641b83"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0
"f8712812494595bbd432711af2930e74"	19	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"929011365ec0f9750f4197543c9570e8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	398	123	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0
"fcd2ab36a4fd6318bf82d2a9df674365"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"163fd26f7e33eb245401ae5c2491a7a9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"34c00cf01eebdbc80eb2177ab75a9940"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8642c5f6cc752d6499f1928591df7a2a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4c5e0d9a54cfa7186856a8a26072d10a"	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"b09a684249f1fdebb52f0abc38695598"	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"b2f2bf32fd249b62a67c59b2c24a5ec2"	0	0	0	34	0	0	0	0	0	0	0	31	0	0	0	0	0	231	353	209	0	0	0	0	0	300	0	0	0	0	0	0	0	151	0	0	3756	149	0	0	0	0	185	0	0	0	0	0	0	0	0	0	410	0	0	103	1384	150	113	0	0	0	0	0	0	204	0	0	0
"467a748eea06f96efd0112aabbf657cc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f8224d204922e6146e16e593add3960b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5da4d62e3dbfe941e9e1a29478e477b1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"687077ac38a092355cf7ff6ce2dfe4f0"	0	0	0	33	30	0	0	0	0	0	0	0	0	0	0	0	0	187	0	133	0	0	0	0	23	0	153	0	0	0	0	0	0	331	0	0	0	0	0	220	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	165	40	0	0	0	0	0	0	19	0	0	0	0
"42a14b55294f862ec95337e9ddcc2da7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"b81e2345a776a6ebf966a515ab236629"	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d3cac8293ccf20deb65b06c5bf0d2276"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0
"e6a4c38e930e139ca427e240457e7aad"	75	0	0	0	0	0	0	0	0	0	0	0	0	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f6367212c2afabe7ba94ca3444ab0db8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7bc1b5f91fdc4999179d35258e732c1a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	25	0	0	0	0	0	0	0	0	0	0	0	0	0	2276	212	0	0	0	0	0	0	0	0	0	0	0	0	0	354	149	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8a5c7e0f4b57ad23ca4e20620f95c22b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"e909c054458d895169172927aa21a30c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0
"3c750e779d0e5a5135d0acc2bb1cc454"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7abd350355f3956ca959b008ca1c3d83"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9cb2278701198653f3b9eb631c854a55"	0	0	0	0	0	36	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6cfb0f00a13841fbf03c19049cfde2a2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
"4027778f0a146d3f6104ddfdab3bf3ac"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8c83b6542a1d8320ceb4649df473aac9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
